def	Pphi2.asymCanonicalBasis	Pphi2.NelsonEstimate.AsymFieldDecomposition	GaussianField.AsymLatticeSites GaussianField.latticeFourierBasisFun Pphi2.AsymCanonicalMode
thm	GaussianField.cylinderMassOperator_formula	Cylinder.MassOperatorConstruction	GaussianField.NuclearTensorProduct.instModuleReal GaussianField.NuclearTensorProduct.instTopologicalSpace GaussianField.DyninMityaginSpace.coeff GaussianField.schwartz_dyninMityaginSpace_1D GaussianField.CylinderTestFunction GaussianField.NuclearTensorProduct.instAddCommGroup GaussianField.massOperatorCoord GaussianField.cylinderMassOperator_coord GaussianField.resolventFreq_pos GaussianField.resolventFreq GaussianField.cylinderMassOperator GaussianField.SmoothMap_Circle GaussianField.ntpSliceSchwartz GaussianField.resolventMultiplierCLM GaussianField.ell2'
def	Pphi2.roughCovEigenvalue	Pphi2.NelsonEstimate.CovarianceSplit	GaussianField.latticeEigenvalue
thm	GaussianField.gaussianDensityAsym_measurable	GaussianField.DensityAsym	GaussianField.AsymLatticeSites GaussianField.gaussianDensityAsym GaussianField.AsymLatticeField GaussianField.instFintypeAsymLatticeSitesOfNeZeroNat GaussianField.massOperatorAsym
thm	Pphi2.asymSliceMeasurableEquiv_coe	Pphi2.AsymTorus.AsymMeasureFactorization	GaussianField.AsymLatticeSites Pphi2.asymSliceMeasurableEquiv Pphi2.SpatialField Pphi2.asymSliceEquiv Pphi2.asymSliceEquiv_apply GaussianField.AsymLatticeField
thm	Pphi2.wickMonomial_eq_root_local	Pphi2.NelsonEstimate.RoughErrorBound	Pphi2.wickMonomial
thm	GaussianField.evalAsymTorusAtSite.congr_simp	Torus.AsymmetricTorus	GaussianField.NuclearTensorProduct.instModuleReal GaussianField.NuclearTensorProduct.instTopologicalSpace GaussianField.AsymLatticeSites GaussianField.evalAsymTorusAtSite GaussianField.NuclearTensorProduct.instAddCommGroup GaussianField.SmoothMap_Circle GaussianField.AsymTorusTestFunction
thm	GaussianField.nuclear_ell2_embedding_from_decay	GaussianField.TargetFactorization	GaussianField.DyninMityaginSpace GaussianField.DyninMityaginSpace.ι GaussianField.DyninMityaginSpace.h_with GaussianField.DyninMityaginSpace.p GaussianField.ell2' Lattice.toSemilatticeInf
thm	GaussianField.schwartzTranslation_apply	Cylinder.Symmetry	GaussianField.schwartzTranslation
thm	Pphi2.groundVariance_le_freeCovariance_with_constant	Pphi2.AsymTorus.AsymB5bSingleSlice	Pphi2.groundSliceVariance Pphi2.groundVarianceFreeCovarianceConstant Pphi2.SpatialField Pphi2.freeSingleSliceCovariance Pphi2.groundVariance_le_freeCovariance
def	Pphi2.partitionFnDeriv	Pphi2.InteractingMeasure.U4DerivativeClosedForm	GaussianField.FinLatticeSites GaussianField.latticeGaussianMeasure GaussianField.Configuration GaussianField.instMeasurableSpaceConfiguration GaussianField.FinLatticeField Pphi2.interactionFunctional
thm	Pphi2.gaussian_measure_unique_of_covariance	Pphi2.TorusContinuumLimit.TorusGaussianLimit	GaussianField.NuclearTensorProduct.instModuleReal GaussianField.NuclearTensorProduct.instTopologicalSpace GaussianField.NuclearTensorProduct.dyninMityaginSpace GaussianField.NuclearTensorProduct.instIsTopologicalAddGroup GaussianField.NuclearTensorProduct.instAddCommGroup GaussianField.Configuration GaussianField.gaussian_measure_unique_of_covariance GaussianField.NuclearTensorProduct.instContinuousSMulReal GaussianField.SmoothMap_Circle GaussianField.instMeasurableSpaceConfiguration GaussianField.TorusTestFunction
thm	Pphi2.torusInteractingMeasure_isProbability	Pphi2.TorusContinuumLimit.TorusInteractingLimit	GaussianField.NuclearTensorProduct.instModuleReal GaussianField.NuclearTensorProduct.instTopologicalSpace GaussianField.FinLatticeSites GaussianField.NuclearTensorProduct.instIsTopologicalAddGroup Pphi2.torusEmbedLift Pphi2.interactingLatticeMeasure_isProbability Pphi2.torusEmbedLift_measurable Pphi2.interactingLatticeMeasure GaussianField.NuclearTensorProduct.instAddCommGroup GaussianField.Configuration GaussianField.NuclearTensorProduct.instContinuousSMulReal GaussianField.SmoothMap_Circle GaussianField.circleSpacing GaussianField.instMeasurableSpaceConfiguration Pphi2.torusInteractingMeasure GaussianField.FinLatticeField GaussianField.TorusTestFunction GaussianField.circleSpacing_pos
thm	GaussianField.greenFunctionBilinear_translation_pure	HeatKernel.GreenInvariance	GaussianField.NuclearTensorProduct.instModuleReal GaussianField.circleTranslation GaussianField.NuclearTensorProduct.instTopologicalSpace GaussianField.circleHasLaplacianEigenvalues GaussianField.NuclearTensorProduct.dyninMityaginSpace GaussianField.SmoothMap_Circle.instAddCommGroup GaussianField.NuclearTensorProduct.instIsTopologicalAddGroup GaussianField.tensorProductHasLaplacianEigenvalues GaussianField.NuclearTensorProduct GaussianField.NuclearTensorProduct.instAddCommGroup GaussianField.SmoothMap_Circle.instModule GaussianField.SmoothMap_Circle.instContinuousSMul GaussianField.smoothCircle_dyninMityaginSpace GaussianField.SmoothMap_Circle.instIsTopologicalAddGroup GaussianField.NuclearTensorProduct.instContinuousSMulReal GaussianField.NuclearTensorProduct.pure GaussianField.SmoothMap_Circle GaussianField.greenFunctionBilinear_swap_pure GaussianField.SmoothMap_Circle.instTopologicalSpace GaussianField.greenFunctionBilinear
thm	Pphi2.roughCovEigenvalue_pos	Pphi2.NelsonEstimate.CovarianceSplit	Pphi2.roughCovEigenvalue GaussianField.latticeEigenvalue_pos GaussianField.latticeEigenvalue
thm	GaussianHilbert.wienerChaos_isClosed	GaussianHilbert.WienerChaos	GaussianHilbert.MultiIndex.totalDegree GaussianHilbert.stdGaussianFin GaussianHilbert.wienerChaos GaussianHilbert.hermiteMultiLp
thm	Pphi2.asymTransferKernel_symm	Pphi2.AsymTorus.AsymTransferInstantiation	Pphi2.transferGaussian_sub_comm Pphi2.SpatialField Pphi2.asymTransferKernel Pphi2.asymTransferWeight Pphi2.transferGaussian
thm	Pphi2.asymNelson_exponential_estimate_iso	Pphi2.AsymTorus.AsymNelson	GaussianField.AsymLatticeSites Pphi2.asymChaosCutoffDecomposition GaussianField.Configuration GaussianField.AsymLatticeField Pphi2.latticeGaussianMeasureAsym Pphi2.interactionFunctionalAsym GaussianField.instMeasurableSpaceConfiguration Pphi2.BridgeFromTail.bridgeAxiom_of_setup_real_generic Pphi2.interactionFunctionalAsym_measurable Pphi2.latticeGaussianMeasureAsym_isProbability
thm	GaussianField.abstract_spectral_eq_dft_spectral_2d_asym	Lattice.AsymCovariance	GaussianField.spectralLatticeCovarianceAsym GaussianField.latticeEigenvalue1d GaussianField.AsymLatticeSites GaussianField.latticeFourierBasisFun GaussianField.covariance GaussianField.massEigenvectorBasisAsym GaussianField.massOperatorAsym_eigenCoeff_eq_eigenvalues_mul_eigenCoeff GaussianField.latticeEigenvalue1d_nonneg GaussianField.massEigenbasisAsym_sum_mul_sum_eq_site_inner GaussianField.massEigenvaluesAsym GaussianField.covariance_spectralLatticeCovarianceAsym_eq GaussianField.latticeFourierNormSq GaussianField.massOperatorMatrixAsym_eigenvalues_pos GaussianField.AsymLatticeField GaussianField.instFintypeAsymLatticeSitesOfNeZeroNat GaussianField.dft_parseval_2d_asym GaussianField.massOperatorAsym_surjective GaussianField.massOperatorAsym GaussianField.dft_eigencoeff_massOperatorAsym GaussianField.ell2'
thm	Pphi2.canonicalRoughWickPower_two_site_marginal_eq_diag	Pphi2.NelsonEstimate.FieldDecomposition	Pphi2.canonicalRoughFieldFunctionOfSnd_eq_sum_gamma Pphi2.canonicalRoughFieldFunctionOfSnd Pphi2.canonicalRoughCovariance Pphi2.canonicalRoughCovariance_eq_sum_gamma_mul_gamma GaussianField.FinLatticeSites Pphi2.wickPower_two_site_pi_gaussianReal_eq_diag Pphi2.wickMonomial Pphi2.roughWickConstant Pphi2.canonicalRoughGamma
def	Pphi2.EuclideanTimeStructure.reflectCLE	Pphi2.Backgrounds.EuclideanTime	Pphi2.EuclideanPlaneBackground.SpaceTime Pphi2.EuclideanTimeStructure.reflect_involutive Pphi2.EuclideanPlaneBackground.dim Pphi2.EuclideanPlaneBackground Pphi2.EuclideanTimeStructure Pphi2.EuclideanTimeStructure.reflect
thm	GaussianHilbert.stdGaussianFin_dirichletMarkovSemigroup_satisfiesLogSobolev	GaussianHilbert.HypercontractivityFromBE	GaussianHilbert.stdGaussianFin_LSI
def	Common.QFT.Euclidean.SchwingerFormulation.NPointTestFunction	Common.QFT.Euclidean.Formulations	Common.QFT.Euclidean.SchwingerFormulation
def	GaussianField.cylinderPositiveTimeSubmodule	Cylinder.PositiveTime	GaussianField.NuclearTensorProduct.instModuleReal GaussianField.NuclearTensorProduct.instTopologicalSpace GaussianField.CylinderTestFunction GaussianField.NuclearTensorProduct.instAddCommGroup GaussianField.SmoothMap_Circle
axiom	Pphi2.asymTransferNormalized_contract	Pphi2.AsymTorus.AsymBridgeInstance	Pphi2.L2SpatialField Pphi2.SpatialField Pphi2.asymTransferGroundEigenvalue Pphi2.asymTransferOperatorCLM
thm	Pphi2.schwartzIm_schwartzOfReal	Pphi2.EuclideanComplex	Pphi2.EuclideanPlaneBackground.SpaceTime Pphi2.EuclideanPlaneBackground.RealTestFunction Pphi2.schwartzOfReal Pphi2.EuclideanPlaneBackground.dim Pphi2.EuclideanOS.schwartzIm Pphi2.EuclideanPlaneBackground
def	GaussianField.nuclearLift	Nuclear.NuclearExtension	GaussianField.DyninMityaginSpace GaussianField.NuclearTensorProduct.instModuleReal GaussianField.NuclearTensorProduct.instTopologicalSpace GaussianField.DyninMityaginSpace.ι GaussianField.NuclearTensorProduct GaussianField.NuclearTensorProduct.instAddCommGroup GaussianField.NuclearTensorProduct.lift GaussianField.DyninMityaginSpace.p
thm	Pphi2.LatticeBridge.LatticeRoughErrorSetup.htail	Pphi2.NelsonEstimate.LatticeBridge	GaussianField.FinLatticeSites Pphi2.LatticeBridge.LatticeRoughErrorSetup.ψ Pphi2.LatticeBridge.LatticeRoughErrorSetup GaussianField.latticeGaussianMeasure GaussianField.Configuration GaussianField.instMeasurableSpaceConfiguration GaussianField.FinLatticeField Pphi2.LatticeBridge.LatticeRoughErrorSetup.E_R
thm	GaussianHilbert.MvPolynomial_eval_memLp_two_of_subGaussian	GaussianHilbert.PolynomialDensity	GaussianHilbert.memLp_monomial_eval_two_of_subGaussian GaussianHilbert.IsSubGaussianMeasure
def	Pphi2.LatticeBridge.LatticeRoughErrorSetup.V_S	Pphi2.NelsonEstimate.LatticeBridge	GaussianField.FinLatticeSites Pphi2.LatticeBridge.LatticeRoughErrorSetup GaussianField.Configuration GaussianField.FinLatticeField
thm	Pphi2.transferGaussian_pos	Pphi2.TransferMatrix.L2Operator	Pphi2.SpatialField Pphi2.timeCoupling Pphi2.transferGaussian
thm	GaussianField.gffOrthonormalProj_measurable	GaussianField.StandardGaussianBridge	GaussianField.FinLatticeSites GaussianField.gffOrthonormalProj GaussianField.configuration_eval_measurable GaussianField.Configuration GaussianField.massEigenvalues GaussianField.massEigenvectorBasis GaussianField.instMeasurableSpaceConfiguration GaussianField.FinLatticeField
def	Pphi2.evalField2D	Pphi2.OSProofs.OS3_RP_Lattice	GaussianField.FinLatticeSites GaussianField.Configuration Pphi2.fieldFromSites GaussianField.FinLatticeField
def	Pphi2.u4Deriv	Pphi2.InteractingMeasure.U4DerivativeClosedForm	Pphi2.normalizedMoment Pphi2.normalizedMomentDeriv GaussianField.FinLatticeField
thm	Pphi2.compTimeReflection2_apply	Pphi2.Backgrounds.EuclideanPlane2D	Pphi2.EuclideanPlaneBackground.SpaceTime Pphi2.planeBackground Pphi2.EuclideanPlaneBackground.dim Pphi2.SpaceTime2 Pphi2.timeReflection2 Pphi2.TestFunction2 Pphi2.compTimeReflection2
def	GaussianField.rapidDecayLattice_hasPointEval	Lattice.RapidDecayLattice	GaussianField.RapidDecayLattice GaussianField.RapidDecayLattice.val GaussianField.HasPointEval
thm	Pphi2.canonicalRoughFieldFunction_self_moment_eq_roughWickConstant	Pphi2.NelsonEstimate.FieldDecomposition	Pphi2.canonicalJointMeasure GaussianField.FinLatticeSites Pphi2.canonicalRoughFieldFunction_self_moment_diag Pphi2.canonicalRoughWeight Pphi2.canonicalRoughFieldFunction GaussianField.latticeFourierProductBasisFun Pphi2.roughWickConstant GaussianField.latticeFourierProductNormSq Pphi2.CanonicalJoint
thm	Pphi2.SatisfiesTorusOS.os0	Pphi2.TorusContinuumLimit.TorusOSAxioms	GaussianField.NuclearTensorProduct.instModuleReal GaussianField.NuclearTensorProduct.instTopologicalSpace GaussianField.NuclearTensorProduct.instIsTopologicalAddGroup Pphi2.TorusOS0_Analyticity GaussianField.NuclearTensorProduct.instAddCommGroup Pphi2.SatisfiesTorusOS GaussianField.Configuration GaussianField.NuclearTensorProduct.instContinuousSMulReal GaussianField.SmoothMap_Circle GaussianField.instMeasurableSpaceConfiguration GaussianField.TorusTestFunction
thm	Pphi2.interacting_second_moment_bound_to_freeCovariance_sum	Pphi2.AsymTorus.AsymB5bSingleSlice	Pphi2.freeSingleSliceCovarianceSum Pphi2.asym_interacting_second_moment_eq_pathMeasure_slicePairing GaussianField.AsymLatticeSites Pphi2.groundVarianceFreeCovarianceConstant Pphi2.SpatialField Pphi2.asymSliceEquiv Pphi2.asymTransferSystem Pphi2.asymSliceFamilyLinear GaussianField.Configuration GaussianField.AsymLatticeField Pphi2.piece3_pathMeasure_bound_to_freeCovariance_sum Pphi2.slicePairing Pphi2.slicePairing.congr_simp Pphi2.interactingLatticeMeasureAsym GaussianField.instMeasurableSpaceConfiguration Pphi2.asymSliceFamilyLinear_eq_slicePairing Pphi2.groundSliceVarianceSum
thm	Pphi2.canonicalRoughFieldFunction_add	Pphi2.NelsonEstimate.FieldDecomposition	GaussianField.FinLatticeSites Pphi2.canonicalRoughFieldFunction Pphi2.CanonicalJoint
def	GaussianField.mapImage	Nuclear.TensorProductFunctorAxioms	GaussianField.DyninMityaginSpace GaussianField.NuclearTensorProduct GaussianField.DyninMityaginSpace.basis GaussianField.NuclearTensorProduct.pure
thm	GaussianField.SmoothMap_Circle.sobolevSeminorm_nonneg	SmoothCircle.Basic	GaussianField.SmoothMap_Circle.instFunLike GaussianField.SmoothMap_Circle.instAddCommGroup GaussianField.SmoothMap_Circle.instSMul GaussianField.SmoothMap_Circle GaussianField.SmoothMap_Circle.sobolevSeminorm GaussianField.SmoothMap_Circle.bddAbove_norm_iteratedDeriv_image
thm	GaussianField.asymTorusEmbedCLM_apply	Torus.AsymmetricTorus	GaussianField.NuclearTensorProduct.instModuleReal GaussianField.NuclearTensorProduct.instTopologicalSpace GaussianField.AsymLatticeSites GaussianField.NuclearTensorProduct.instIsTopologicalAddGroup GaussianField.evalAsymTorusAtSite GaussianField.NuclearTensorProduct.instAddCommGroup GaussianField.Configuration GaussianField.NuclearTensorProduct.instContinuousSMulReal GaussianField.AsymLatticeField GaussianField.SmoothMap_Circle GaussianField.instFintypeAsymLatticeSitesOfNeZeroNat GaussianField.AsymTorusTestFunction GaussianField.asymTorusEmbedCLM
thm	Pphi2.integrable_pow_pairing	Pphi2.InteractingMeasure.MomentIntegrability	GaussianField.FinLatticeSites GaussianField.latticeGaussianMeasure_isProbability Pphi2.pairing_memLp_lattice GaussianField.latticeGaussianMeasure GaussianField.configuration_eval_measurable GaussianField.Configuration GaussianField.instMeasurableSpaceConfiguration GaussianField.FinLatticeField
thm	Pphi2.covarianceGJ_massOperator	Pphi2.InteractingMeasure.LeadingTerm	GaussianField.latticeCovariance_GJ_eq_inv_smul_bare GaussianField.covariance GaussianField.latticeCovariance GaussianField.FinLatticeSites GaussianField.latticeCovarianceGJ GaussianField.massOperator GaussianField.ell2' GaussianField.FinLatticeField Pphi2.spectralCov_massOperator_inner
thm	GaussianField.resolventSymbol_mul_inverse	Cylinder.FourierMultiplier	GaussianField.inverseResolventSymbol GaussianField.resolventSymbol Lattice.toSemilatticeInf
thm	GaussianField.euclideanFin1MeasEquiv_mp	SchwartzNuclear.HermiteTensorProduct	GaussianField.euclideanFin1MeasEquiv
thm	Pphi2.asym_timeBond_sum_slice	Pphi2.AsymTorus.AsymEnergyFactorization	GaussianField.AsymLatticeSites Pphi2.SpatialField Pphi2.asymSliceEquiv Pphi2.asymSliceEquiv_apply GaussianField.AsymLatticeField GaussianField.instFintypeAsymLatticeSitesOfNeZeroNat
thm	Pphi2.partitionFn_zero	Pphi2.InteractingMeasure.ConnectedCorrelatorDerivative	GaussianField.FinLatticeSites GaussianField.latticeGaussianMeasure_isProbability GaussianField.latticeGaussianMeasure GaussianField.Configuration GaussianField.instMeasurableSpaceConfiguration GaussianField.FinLatticeField Pphi2.interactionFunctional
thm	Pphi2.asymCanonicalRoughWickPower_two_site_marginal_eq_zero_of_ne	Pphi2.NelsonEstimate.AsymCrossTermL2Identity	Pphi2.asymCanonicalRoughFieldFunctionOfSnd GaussianField.AsymLatticeSites Pphi2.asymCanonicalRoughWickConstant Pphi2.asymCanonicalRoughGamma Pphi2.asymCanonicalRoughFieldFunctionOfSnd_eq_sum_gamma Pphi2.wickMonomial Pphi2.asymCanonicalRoughGamma_sq_sum_eq_asymCanonicalRoughWickConstant Pphi2.AsymCanonicalMode Pphi2.wickPower_two_site_pi_gaussianReal_eq_zero_of_ne
thm	GaussianField.strongDualToFieldAsym.congr_simp	GaussianField.DensityAsym	GaussianField.AsymLatticeSites GaussianField.strongDualToFieldAsym GaussianField.AsymLatticeField
thm	Pphi2.torusGaussianLimit_exists	Pphi2.TorusContinuumLimit.TorusConvergence	GaussianField.NuclearTensorProduct.instModuleReal GaussianField.NuclearTensorProduct.instTopologicalSpace GaussianField.NuclearTensorProduct.dyninMityaginSpace GaussianField.NuclearTensorProduct.instIsTopologicalAddGroup Pphi2.torusContinuumMeasure GaussianField.NuclearTensorProduct.instAddCommGroup GaussianField.prokhorov_configuration GaussianField.Configuration GaussianField.NuclearTensorProduct.instContinuousSMulReal Pphi2.torusContinuumMeasure_isProbability GaussianField.SmoothMap_Circle GaussianField.instMeasurableSpaceConfiguration Pphi2.torusContinuumMeasures_tight GaussianField.TorusTestFunction
thm	GaussianField.heatWeight_zero	SmoothCircle.HeatSemigroup	GaussianField.circleHasLaplacianEigenvalues GaussianField.SmoothMap_Circle.instAddCommGroup GaussianField.heatWeight GaussianField.HasLaplacianEigenvalues.eigenvalue GaussianField.SmoothMap_Circle.instModule GaussianField.SmoothMap_Circle.instContinuousSMul GaussianField.smoothCircle_dyninMityaginSpace GaussianField.SmoothMap_Circle.instIsTopologicalAddGroup GaussianField.SmoothMap_Circle GaussianField.SmoothMap_Circle.instTopologicalSpace
thm	GaussianField.sum_latticeEigenvalue_two_eq_sum_latticeEigenvalue1d_pair	Lattice.LatticeFourierIndexing	GaussianField.latticeEigenvalue1d GaussianField.FinLatticeSites GaussianField.latticeLaplacianEigenvalue GaussianField.sum_rawFrequency_pair_eq_sum_latticeEigenvalue1d_pair GaussianField.latticeEigenvalue
thm	GaussianField.cylinderMassOperator_timeReflection_norm_eq	Cylinder.GreenFunction	GaussianField.NuclearTensorProduct.instModuleReal GaussianField.NuclearTensorProduct.instTopologicalSpace GaussianField.CylinderTestFunction GaussianField.NuclearTensorProduct.instAddCommGroup GaussianField.cylinderMassOperator_timeReflection_norm_eq_proved GaussianField.cylinderTimeReflection GaussianField.cylinderMassOperator GaussianField.SmoothMap_Circle GaussianField.ell2'
def	GaussianField.schwartzReflection	Cylinder.Symmetry
def	GaussianHilbert.mehlerOp	GaussianHilbert.OUEigenfunctions	GaussianHilbert.stdGaussianFin GaussianHilbert.mehlerLM
thm	Pphi2.asymSliceFamilyTrunc_measurable	Pphi2.AsymTorus.AsymBridgeKLimit	Pphi2.asymSliceObsTrunc_measurable Pphi2.SpatialField Pphi2.asymSliceFamilyTrunc Pphi2.asymSliceObsTrunc
thm	Pphi2.latticeFieldToConfig.congr_simp	Pphi2.NelsonEstimate.RoughErrorBound	GaussianField.FinLatticeSites GaussianField.Configuration Pphi2.latticeFieldToConfig GaussianField.FinLatticeField
thm	Pphi2.lattice_rp_matrix_reduction	Pphi2.OSProofs.OS3_RP_Lattice	Pphi2.fieldReflection2D Pphi2.lattice_rp Pphi2.evalField2D GaussianField.FinLatticeSites Pphi2.positiveTimeSupported_Fcos Pphi2.positiveTimeSupported_Fsin Pphi2.interactingLatticeMeasure Pphi2.pairing2D GaussianField.Configuration GaussianField.instMeasurableSpaceConfiguration Pphi2.timeReflection2D Pphi2.Fsin GaussianField.FinLatticeField Pphi2.Fcos
struct	Pphi2.EuclideanPlaneBackground.Motion	Pphi2.Backgrounds.EuclideanPlane	Pphi2.EuclideanPlaneBackground
thm	Pphi2.canonicalJointMeasure_isProbability	Pphi2.NelsonEstimate.FieldDecomposition	Pphi2.canonicalJointMeasure Pphi2.CanonicalJoint
def	GaussianField.FKGLatticeCondition	Lattice.FKG
thm	Pphi2.wickConstant_eq_latticeEigenvalue1d_family_average	Pphi2.WickOrdering.Counterterm	GaussianField.latticeEigenvalue1d GaussianField.FinLatticeSites Pphi2.wickConstant GaussianField.sum_latticeEigenvalue_eq_sum_latticeEigenvalue1d_family GaussianField.latticeEigenvalue
thm	Pphi2.canonicalSumFieldFunction_covariance_eq_GJ	Pphi2.NelsonEstimate.FieldDecomposition	Pphi2.canonicalJointMeasure GaussianField.latticeEigenvalue1d GaussianField.latticeCovariance_GJ_eq_inv_smul_bare GaussianField.covariance GaussianField.latticeCovariance GaussianField.abstract_spectral_eq_dft_spectral_family GaussianField.FinLatticeSites GaussianField.latticeCovarianceGJ Pphi2.canonicalSumFieldFunction_covariance Pphi2.canonicalEigenvalue Pphi2.canonicalSumFieldFunction GaussianField.latticeFourierProductBasisFun GaussianField.latticeFourierProductCoeff GaussianField.ell2' GaussianField.FinLatticeField GaussianField.latticeFourierProductNormSq Pphi2.CanonicalJoint
thm	Pphi2.normalizedMomentDeriv_hasDerivAt	Pphi2.InteractingMeasure.U4DerivativeClosedForm	Pphi2.partitionFn_ge_one Pphi2.partitionFn_hasDerivAt Pphi2.partitionFnDeriv Pphi2.partitionFn_hasDerivAt2 GaussianField.FinLatticeSites Pphi2.partitionFnDeriv2 Pphi2.gibbsMoment Pphi2.moment_hasDerivAt Pphi2.normalizedMomentDeriv2 GaussianField.latticeGaussianMeasure GaussianField.Configuration GaussianField.instMeasurableSpaceConfiguration Pphi2.moment_hasDerivAt2 Pphi2.momentDeriv2 Pphi2.partitionFn Pphi2.normalizedMomentDeriv Pphi2.momentDeriv GaussianField.FinLatticeField Pphi2.interactionFunctional
def	Pphi2.asymTransferKernel	Pphi2.AsymTorus.AsymTransferInstantiation	Pphi2.SpatialField Pphi2.asymTransferWeight Pphi2.transferGaussian
def	GaussianField.HasPointEval.eval	Nuclear.PointEval	GaussianField.HasPointEval GaussianField.HasPointEval.pointEval
thm	GaussianField.freeHeatSemigroup_reflection_comm	Cylinder.FourierMultiplier	GaussianField.freeHeatSemigroup GaussianField.heatMultiplierCLM_reflection_comm GaussianField.schwartzReflection
thm	Pphi2.LatticeSetup.latticeSmoothInteraction_measurable	Pphi2.NelsonEstimate.LatticeSetup	Pphi2.LatticeSetup.latticeSmoothInteraction Pphi2.smoothWickConstant GaussianField.finLatticeDelta GaussianField.FinLatticeSites Pphi2.wickPolynomial_continuous₂ GaussianField.configuration_eval_measurable GaussianField.Configuration GaussianField.instMeasurableSpaceConfiguration GaussianField.FinLatticeField Pphi2.wickPolynomial
def	GaussianField.schwartzRapidDecayEquiv	SchwartzNuclear.HermiteTensorProduct	GaussianField.schwartzDomCongr GaussianField.RapidDecaySeq GaussianField.schwartzRapidDecayEquivFin GaussianField.RapidDecaySeq.instModule GaussianField.RapidDecaySeq.instAddCommGroup GaussianField.RapidDecaySeq.instTopologicalSpace
thm	GaussianField.SmoothMap_Circle.smul_apply	SmoothCircle.Basic	GaussianField.SmoothMap_Circle.instFunLike GaussianField.SmoothMap_Circle.instSMul GaussianField.SmoothMap_Circle
def	GaussianField.cylinderNegativeTimeSubmodule	Cylinder.PositiveTime	GaussianField.NuclearTensorProduct.instModuleReal GaussianField.NuclearTensorProduct.instTopologicalSpace GaussianField.CylinderTestFunction GaussianField.NuclearTensorProduct.instAddCommGroup GaussianField.SmoothMap_Circle
thm	Pphi2.EuclideanPlaneBackground.actionComplex_apply	Pphi2.Backgrounds.EuclideanPlane	Pphi2.EuclideanPlaneBackground.SpaceTime Pphi2.EuclideanPlaneBackground.inversePointAction Pphi2.EuclideanPlaneBackground.dim Pphi2.EuclideanPlaneBackground.Motion Pphi2.EuclideanPlaneBackground Pphi2.EuclideanPlaneBackground.actionComplex Pphi2.EuclideanPlaneBackground.ComplexTestFunction
thm	Pphi2.asymGeomSpacing_sq_mul_sq	Pphi2.AsymTorus.AsymTorusInteractingLimit	Pphi2.asymTimeSpacing Pphi2.asymSpaceSpacing Pphi2.asymGeomSpacing
thm	GaussianField.periodizeCLM_comp_schwartzReflection	SchwartzNuclear.Periodization	GaussianField.SmoothMap_Circle.instFunLike GaussianField.SmoothMap_Circle.ext GaussianField.periodizeCLM_apply GaussianField.SmoothMap_Circle.instAddCommGroup GaussianField.periodizeCLM GaussianField.SmoothMap_Circle.toFun GaussianField.circleReflection GaussianField.SmoothMap_Circle.instModule GaussianField.SmoothMap_Circle GaussianField.schwartzReflection GaussianField.SmoothMap_Circle.instTopologicalSpace
thm	Pphi2.schwartzOfReal_apply	Pphi2.EuclideanComplex	Pphi2.EuclideanPlaneBackground.SpaceTime Pphi2.EuclideanPlaneBackground.RealTestFunction Pphi2.schwartzOfReal Pphi2.EuclideanPlaneBackground.dim Pphi2.EuclideanPlaneBackground Pphi2.EuclideanPlaneBackground.ComplexTestFunction
thm	GaussianHilbert.withDensity_pos_eq_neg_of_mem_orthogonal_polynomialToL2	GaussianHilbert.PolynomialDensity	Lattice.toSemilatticeSup GaussianHilbert.polynomialToL2 GaussianHilbert.linearFunctionalPolynomial GaussianHilbert.IsSubGaussianMeasure GaussianHilbert.complexMGF_eq_of_moments GaussianHilbert.memLp_exp_linear_two_of_subGaussian GaussianHilbert.linearFunctionalPolynomial_eval GaussianHilbert.MvPolynomial_eval_memLp_two_of_subGaussian
thm	GaussianField.SmoothMap_Circle.continuous_iteratedDeriv	SmoothCircle.Basic	GaussianField.SmoothMap_Circle.instFunLike GaussianField.SmoothMap_Circle.smooth GaussianField.SmoothMap_Circle
def	GaussianField.RapidDecayLattice.lattice_dyninMityaginSpace	Lattice.RapidDecayLattice	GaussianField.DyninMityaginSpace GaussianField.RapidDecayLattice.latticeRapidDecaySeminorm GaussianField.DyninMityaginSpace.ofRapidDecayEquiv GaussianField.RapidDecayLattice.instAddCommGroup GaussianField.RapidDecayLattice.latticeRapidDecayEquiv GaussianField.RapidDecayLattice GaussianField.RapidDecayLattice.lattice_withSeminorms GaussianField.RapidDecayLattice.instTopologicalSpace GaussianField.RapidDecayLattice.instModule GaussianField.RapidDecayLattice.instIsTopologicalAddGroup GaussianField.RapidDecayLattice.instContinuousSMul
def	GaussianField.NuclearTensorProduct.instModuleReal	Nuclear.NuclearTensorProduct	GaussianField.NuclearTensorProduct GaussianField.NuclearTensorProduct.instAddCommGroup
